setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Gtoxh,282.7,5.13e-05,Shiflett et al. (2011a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,2,AAIYNc,N#[N+][O-],nitrous oxide
Gtoxh,293.6,5.74e-05,Shiflett et al. (2011a),Density,Liquid mixture 2,Liquid mixture 1,,,Gas,,2,AAIYNc,N#[N+][O-],nitrous oxide
