setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UBXmK,0,101.3,298.15,826.03,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.0458,101.3,298.15,844.35,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.1126,101.3,298.15,871.18,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.2226,101.3,298.15,915.7,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.3521,101.3,298.15,968.3,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.4785,101.3,298.15,1019.81,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.6346,101.3,298.15,1084.22,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.7445,101.3,298.15,1129.82,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.8432,101.3,298.15,1171.5,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,0.9311,101.3,298.15,1208.3,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
UBXmK,1,101.3,298.15,1238,Domanska and Laskowska (2008),Density,Liquid,AAeWzK,CCCCCCCCCCO,decan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
