setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EoDuL,298.15,0.0473,101,790.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.0767,101,792.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.1497,101,798.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.2612,101,806.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.3434,101,812.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.4912,101,822.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.7273,101,838,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,0.9756,101,852.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,1.4045,101,876.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
EoDuL,298.15,2.4462,101,924.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AAGIBL,CO,methanol,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
