setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of 1-butyl-3-methylimidazolium iodide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lNoDe,0,6.9663,298.1,100,1267.1,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,0,8.0739,298.1,100,1285.1,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,1.9857,3.0877,298.1,100,1195.6,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,2.2998,3.6308,298.1,100,1211.7,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,2.8952,1.2207,298.1,100,1149.6,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,3.276,1.6798,298.1,100,1168.9,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,3.4582,0,298.1,100,1113,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
lNoDe,4.0715,0,298.1,100,1125.8,Shokri and Sadeghi (2021),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AADYJk,O,water
