setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
brebv,298.15,0.249,101.3,974.58,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,298.15,0.2924,101.3,980.13,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,298.15,0.3486,101.3,987.26,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,298.15,0.4003,101.3,993.56,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,298.15,0.4487,101.3,999.23,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,298.15,0.5001,101.3,1005.18,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0,101.3,934.1,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.02,101.3,937.11,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.0301,101.3,938.66,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.0399,101.3,940.15,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.0501,101.3,941.66,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.0805,101.3,946.18,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.1198,101.3,951.73,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.1995,101.3,963.04,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.249,101.3,969.64,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.2924,101.3,975.2,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.3486,101.3,982.34,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.4003,101.3,988.64,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.4487,101.3,994.32,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,303.15,0.5001,101.3,1000.28,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0,101.3,929.11,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.02,101.3,932.12,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.0301,101.3,933.67,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.0399,101.3,935.16,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.0501,101.3,936.68,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.0805,101.3,941.2,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.1198,101.3,946.76,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.1995,101.3,958.08,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.249,101.3,964.69,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.2924,101.3,970.25,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.3486,101.3,977.4,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.4003,101.3,983.71,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.4487,101.3,989.4,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,308.15,0.5001,101.3,995.36,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0,101.3,924.09,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.02,101.3,927.11,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.0301,101.3,928.66,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.0399,101.3,930.15,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.0501,101.3,931.67,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.0805,101.3,936.2,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.1198,101.3,941.76,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.1995,101.3,953.1,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.249,101.3,959.72,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.2924,101.3,965.29,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.3486,101.3,972.44,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.4003,101.3,978.77,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.4487,101.3,984.46,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,313.15,0.5001,101.3,990.43,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0,101.3,919.06,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.02,101.3,922.08,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.0301,101.3,923.64,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.0399,101.3,925.13,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.0501,101.3,926.66,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.0805,101.3,931.19,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.1198,101.3,936.75,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.1995,101.3,948.11,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.249,101.3,954.74,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
brebv,318.15,0.2924,101.3,960.31,Fu et al. (2021),Density,Liquid,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
