setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium L-alaninate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wabRz,293.15,0,100,790.2,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.1013,100,886.3,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.2012,100,947.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.2903,100,988,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.3782,100,1018.6,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.5527,100,1064.1,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.6071,100,1075,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.7056,100,1091.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.8027,100,1105.2,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,0.894,100,1116.3,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,293.15,1,100,1128.2,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0,100,785.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.1013,100,882.6,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.2012,100,944.4,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.2903,100,984.7,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.3782,100,1015.4,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.5527,100,1061,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.6071,100,1072,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.7056,100,1088.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.8027,100,1102.2,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,0.894,100,1113.4,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,298.15,1,100,1125.2,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0,100,781.6,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.1013,100,878.8,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.2012,100,940.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.2903,100,981.3,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.3782,100,1012.1,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.5527,100,1057.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
wabRz,303.15,0.6071,100,1068.9,Velho et al. (2024),Density,Liquid,AAkyNk,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium L-alaninate",AAIsrh,CCO,ethanol,,,
