setid,"Temperature, K","MolaLity of tetrabutylphosphonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zudpe,288.15,0,101,813.269,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.009722,101,813.972,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.01455,101,814.314,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.01936,101,814.655,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.0242,101,814.996,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.02918,101,815.348,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.0369,101,815.894,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.05364,101,817.07,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.07129,101,818.321,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
zudpe,288.15,0.09251,101,819.818,Krakowiak and Grzybkowski (2010),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABNNVs,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],tetrabutylphosphonium bromide,,,
