setid,"Temperature, K","Solvent: MolaLity of tetradecyltrimethylammonium bromide, mol/kg","MolaLity of pentan-1-ol, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jpjAj,288.15,0.7951,0.05002,101,0.9,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.02004,0.05001,101,0.754,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.02992,0.04997,101,0.77,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.04695,0.04991,101,0.79,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.04813,0.04999,101,0.8,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.05936,0.05002,101,0.811,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.07974,0.04988,101,0.825,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.08999,0.05,101,0.834,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.09501,0.05002,101,0.842,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1002,0.04998,101,0.84,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1121,0.04999,101,0.851,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1205,0.05002,101,0.854,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1322,0.04997,101,0.859,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1532,0.04997,101,0.867,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.1784,0.05,101,0.874,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.201,0.05002,101,0.884,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.2494,0.05967,101,1.077,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.3163,0.0498,101,0.911,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.3507,0.05144,101,0.949,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.4038,0.04999,101,0.925,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.5109,0.05001,101,0.948,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.5969,0.05,101,0.96,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.6966,0.05,101,0.97,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,298.15,0.7951,0.05002,101,0.98,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.02004,0.05001,101,0.769,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.02992,0.04997,101,0.78,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.04695,0.04991,101,0.81,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.04813,0.04999,101,0.822,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.04985,0.04995,101,0.82,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.05936,0.05002,101,0.822,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.07974,0.04988,101,0.84,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.08999,0.05,101,0.87,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.09501,0.05002,101,0.87,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.1046,0.04995,101,0.862,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.1121,0.04999,101,0.87,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.1205,0.05002,101,0.87,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.1532,0.04997,101,0.883,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.1784,0.05,101,0.888,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.201,0.05002,101,0.907,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.2494,0.05979,101,1.089,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.3163,0.0498,101,0.939,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.3507,0.05144,101,0.982,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.4038,0.04999,101,0.954,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.5109,0.05001,101,0.961,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.5969,0.05,101,0.98,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.6966,0.05,101,0.98,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
jpjAj,308.15,0.7951,0.05002,101,0.98,De Lisi et al. (1990a),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
