setid,"Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CnAuH,283.15,0.239,101,982.12,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,283.15,0.2681,101,985.09,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0,101,948.56,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.0324,101,951.8,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.043,101,952.86,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.0565,101,954.21,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.07,101,955.56,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.0898,101,957.54,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.1114,101,959.69,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.1445,101,963.02,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.1748,101,966.08,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.2026,101,968.91,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.239,101,972.58,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,293.15,0.2681,101,975.55,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0,101,943.79,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.0324,101,947.04,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.043,101,948.1,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.0565,101,949.44,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.07,101,950.8,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.0898,101,952.77,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.1114,101,954.93,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.1445,101,958.25,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.1748,101,961.32,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.2026,101,964.12,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.239,101,967.82,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,298.15,0.2681,101,970.79,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0,101,939.01,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.0324,101,942.26,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.043,101,943.33,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.0565,101,944.67,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.07,101,946.03,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.0898,101,948,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.1114,101,950.16,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.1445,101,953.48,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.1748,101,956.54,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.2026,101,959.34,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.239,101,963.03,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,303.15,0.2681,101,966.01,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0,101,929.43,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.0324,101,932.69,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.043,101,933.75,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.0565,101,935.1,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.07,101,936.46,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.0898,101,938.43,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.1114,101,940.6,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.1445,101,943.91,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.1748,101,946.97,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.2026,101,949.76,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.239,101,953.44,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,313.15,0.2681,101,956.41,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0,101,919.81,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.0324,101,923.07,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.043,101,924.13,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.0565,101,925.48,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.07,101,926.83,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.0898,101,928.81,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.1114,101,930.98,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.1445,101,934.29,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.1748,101,937.35,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.2026,101,940.13,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.239,101,943.82,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,323.15,0.2681,101,946.79,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0,101,910.11,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.0324,101,913.39,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.043,101,914.46,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.0565,101,915.81,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.07,101,917.16,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.0898,101,919.14,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.1114,101,921.31,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.1445,101,924.63,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.1748,101,927.69,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.2026,101,930.5,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.239,101,934.15,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
CnAuH,333.15,0.2681,101,937.1,Warminska et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
