setid,"Temperature, K","MolaLity of thiophene, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qLoMi,288.15,0.3268,101,1015.22,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0,101,1011.12,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.0192,101,1011.18,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.0401,101,1011.25,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.0684,101,1011.34,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.1204,101,1011.52,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.1526,101,1011.64,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.1846,101,1011.75,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.2062,101,1011.83,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.2556,101,1012.01,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.2822,101,1012.11,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,293.15,0.3268,101,1012.28,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0,101,1008.28,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.0192,101,1008.34,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.0401,101,1008.41,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.0684,101,1008.5,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.1204,101,1008.68,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.1526,101,1008.79,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.1846,101,1008.9,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.2062,101,1008.98,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.2556,101,1009.16,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.2822,101,1009.26,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,298.15,0.3268,101,1009.42,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0,101,1005.43,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.0192,101,1005.49,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.0401,101,1005.56,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.0684,101,1005.65,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.1204,101,1005.83,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.1526,101,1005.93,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.1846,101,1006.04,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.2062,101,1006.12,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.2556,101,1006.29,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.2822,101,1006.38,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
qLoMi,303.15,0.3268,101,1006.54,Shekaari et al. (2016b),Density,Liquid,AAQJSl,c1ccsc1,thiophene,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,,,
