setid,"Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eVzpF,298.15,0.50101,102,46.932,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,0.70193,102,64.713,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,1.0065,102,90.658,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,1.2544,102,110.85,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,1.5079,102,130.83,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,2.0101,102,168.16,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,2.5125,102,203.03,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,3.0071,102,234.96,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,3.991,102,292.46,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,5.012,102,344.74,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,298.15,7.0067,102,429.53,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.020844,102,2.022,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.032299,102,3.131,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.050325,102,4.867,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.072325,102,6.981,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.10024,102,9.647,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.15049,102,14.409,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.20339,102,19.384,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.25254,102,23.96,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.30366,102,28.679,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.39958,102,37.437,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.50101,102,46.538,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,0.70193,102,64.171,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,1.0065,102,89.892,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,1.2544,102,109.91,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,1.5079,102,129.71,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,2.0101,102,166.72,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,2.5125,102,201.28,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,3.0071,102,232.93,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,3.991,102,289.95,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,5.012,102,341.81,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,303.15,7.0067,102,426.02,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.020844,102,2.007,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.032299,102,3.107,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.050325,102,4.831,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.072325,102,6.927,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.10024,102,9.572,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.15049,102,14.297,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.20339,102,19.232,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.25254,102,23.773,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.30366,102,28.455,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.39958,102,37.143,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.50101,102,46.173,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,0.70193,102,63.661,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,1.0065,102,89.172,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,1.2544,102,109.02,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,1.5079,102,128.66,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,2.0101,102,165.36,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,2.5125,102,199.64,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,3.0071,102,231.01,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,3.991,102,287.57,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,5.012,102,339.05,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,308.15,7.0067,102,422.71,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.020844,102,1.993,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.032299,102,3.085,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.050325,102,4.796,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.072325,102,6.876,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.10024,102,9.502,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.15049,102,14.193,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.20339,102,19.09,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.25254,102,23.597,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.30366,102,28.246,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.39958,102,36.866,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.50101,102,45.828,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,0.70193,102,63.182,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,1.0065,102,88.494,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,1.2544,102,108.19,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,1.5079,102,127.68,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,2.0101,102,164.07,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,2.5125,102,198.08,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,3.0071,102,229.21,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,3.991,102,285.32,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,5.012,102,336.43,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,313.15,7.0067,102,419.56,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.020844,102,1.981,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.032299,102,3.063,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.050325,102,4.763,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.072325,102,6.828,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.10024,102,9.437,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.15049,102,14.093,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.20339,102,18.956,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.25254,102,23.431,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.30366,102,28.047,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.39958,102,36.605,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.50101,102,45.501,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,0.70193,102,62.732,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,1.0065,102,87.855,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,1.2544,102,107.4,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,1.5079,102,126.74,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,2.0101,102,162.86,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,2.5125,102,196.6,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,3.0071,102,227.49,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,3.991,102,283.19,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,5.012,102,333.94,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,318.15,7.0067,102,416.58,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.020844,102,1.967,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.032299,102,3.044,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
