setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of 2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
boDFL,0.1475,0.0303,85.9,298.15,949.1,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.0511,85.9,298.15,950.55,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.0694,85.9,298.15,951.82,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.0911,85.9,298.15,953.31,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.1098,85.9,298.15,954.58,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.1299,85.9,298.15,955.93,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.15,85.9,298.15,957.28,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.1665,85.9,298.15,958.37,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0.1844,85.9,298.15,959.54,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0,85.9,298.15,950.03,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.0115,85.9,298.15,950.84,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.0295,85.9,298.15,952.1,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.0504,85.9,298.15,953.55,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.0697,85.9,298.15,954.88,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.0904,85.9,298.15,956.3,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.1098,85.9,298.15,957.61,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.1302,85.9,298.15,958.99,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.1484,85.9,298.15,960.2,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1994,0.1698,85.9,298.15,961.62,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
