setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of 2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
boDFL,0,0,85.9,298.15,936.57,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.0106,85.9,298.15,937.33,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.0323,85.9,298.15,938.87,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.0497,85.9,298.15,940.11,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.0704,85.9,298.15,941.6,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.0899,85.9,298.15,942.99,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.1092,85.9,298.15,944.36,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.129,85.9,298.15,945.78,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.1492,85.9,298.15,947.22,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0,0.174,85.9,298.15,949.06,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0,85.9,298.15,944.36,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.01,85.9,298.15,945.07,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.0299,85.9,298.15,946.47,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.051,85.9,298.15,947.95,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.0721,85.9,298.15,949.41,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.0901,85.9,298.15,950.65,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.1078,85.9,298.15,951.86,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.13,85.9,298.15,953.39,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.1503,85.9,298.15,954.77,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.0527,0.1601,85.9,298.15,955.42,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
boDFL,0.1475,0,85.9,298.15,946.97,Shekaari et al. (2013),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABIrcf,Oc1ccccc1/C=N/c1ccccc1/N=C/c1ccccc1O,"2,2'-[1,2-phenylenebis(nitrilomethylidyne)]bis-phenol",AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
