setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PuVMP,293.15,0.3999,100,1345.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,293.15,0.5008,100,1378.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,293.15,0.6,100,1402.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,293.15,0.6991,100,1420.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,293.15,0.8003,100,1435.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,293.15,0.9002,100,1447.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0,100,786.59,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.1,100,1088.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.2001,100,1220.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.3003,100,1295,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.3999,100,1341,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.5008,100,1373.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.6,100,1398,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.6991,100,1416,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.8003,100,1430.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,298.15,0.9002,100,1442.5,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0,100,781.86,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.1,100,1083.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.2001,100,1215.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.3003,100,1290.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.3999,100,1336.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.5008,100,1368.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.6,100,1393.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.6991,100,1411.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.8003,100,1426,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,303.15,0.9002,100,1437.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0,100,777.11,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.1,100,1078.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.2001,100,1210.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.3003,100,1285.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.3999,100,1331.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.5008,100,1364.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.6,100,1388.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.6991,100,1406.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.8003,100,1421.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,308.15,0.9002,100,1433.1,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0,100,772.33,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.1,100,1073.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.2001,100,1205.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.3003,100,1280.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.3999,100,1326.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.5008,100,1359.2,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.6,100,1383.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.6991,100,1401.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.8003,100,1416.6,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,313.15,0.9002,100,1428.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0,100,767.51,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.1,100,1068.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.2001,100,1200.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.3003,100,1275.3,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.3999,100,1321.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.5008,100,1354.4,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.6,100,1378.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.6991,100,1396.9,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.8003,100,1411.8,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
PuVMP,318.15,0.9002,100,1423.7,Zhang et al. (2023a),Density,Liquid,ABdfoj,COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide,AAGIBL,CO,methanol,,,
