setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of methyl 3-oxobutanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rrzts,0,293.15,0,101,998.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.0809,101,999.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.1654,101,1000.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.285,101,1002.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.386,101,1003.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.4607,101,1004.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.5604,101,1006.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.6367,101,1007,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.7871,101,1008.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,293.15,0.8429,101,1009.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0,101,997.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.0809,101,998.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.1654,101,999.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.285,101,1001,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.386,101,1002.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.4607,101,1003.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.5604,101,1004.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.6367,101,1005.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.7871,101,1007.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,298.15,0.8429,101,1008,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0,101,995.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.0809,101,996.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.1654,101,997.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.285,101,999.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.386,101,1000.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.4607,101,1001.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.5604,101,1002.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.6367,101,1003.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.7871,101,1005.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,303.15,0.8429,101,1006.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0,101,994.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.0809,101,995.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.1654,101,996.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.285,101,997.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.386,101,998.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.4607,101,999.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.5604,101,1000.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.6367,101,1001.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.7871,101,1003.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0,308.15,0.8429,101,1004,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.0635,101,1000.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.1163,101,1001,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.2201,101,1002.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.3039,101,1003.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.4105,101,1005.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.496,101,1006.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.5933,101,1007.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.7089,101,1009.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.8361,101,1011.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,288.15,0.9081,101,1012,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.0635,101,999.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.1163,101,1000.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.2201,101,1001.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.3039,101,1002.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.4105,101,1004.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.496,101,1005.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.5933,101,1006.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.7089,101,1008.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.8361,101,1009.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,293.15,0.9081,101,1010.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.0635,101,998.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.1163,101,998.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.2201,101,1000.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.3039,101,1001.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.4105,101,1002.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.496,101,1003.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.5933,101,1005,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.7089,101,1006.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.8361,101,1008,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,298.15,0.9081,101,1008.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.0635,101,996.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.1163,101,997.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.2201,101,998.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.3039,101,999.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.4105,101,1001.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.496,101,1002.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.5933,101,1003.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.7089,101,1004.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.8361,101,1006.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,303.15,0.9081,101,1006.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.0635,101,995,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.1163,101,995.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.2201,101,997,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.3039,101,998,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.4105,101,999.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.496,101,1000.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.5933,101,1001.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.7089,101,1002.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.8361,101,1004,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.1106,308.15,0.9081,101,1004.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.0781,101,1000.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
