setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lGVbf,303.15,0.3537,101,1001.92,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,303.15,0.4508,101,1048.94,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,303.15,0.5518,101,1095.96,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,303.15,0.657,101,1142.9,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,303.15,0.7665,101,1189.66,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,303.15,0.8808,101,1236.13,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.0836,101,858.1,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.1703,101,904.72,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.2602,101,951.52,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.3537,101,998.4,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.4508,101,1045.44,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.5518,101,1092.5,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.657,101,1139.51,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.7665,101,1186.36,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
lGVbf,308.15,0.8808,101,1232.95,Sandhya et al. (2017),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAWSDQ,CCCCCCCO,heptan-1-ol,,,
