setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium octyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CQBFD,288.15,0.098,101,906.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.1901,101,964.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.2985,101,1006.3,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.3955,101,1031.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.4964,101,1050.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.5975,101,1065.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.6844,101,1075.6,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.792,101,1085.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,0.9047,101,1094.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,288.15,1,101,1100.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.098,101,898.5,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.1901,101,956.5,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.2985,101,998.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.3955,101,1024.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.4964,101,1043.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.5975,101,1058.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.6844,101,1068.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.792,101,1078.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,0.9047,101,1087.5,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,298.15,1,101,1093.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.098,101,890.7,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.1901,101,949,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.2985,101,991.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.3955,101,1017.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.4964,101,1037,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.5975,101,1051.9,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.6844,101,1062.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.792,101,1072.3,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,0.9047,101,1081,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,308.15,1,101,1087,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.098,101,882.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.1901,101,941.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.2985,101,984.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.3955,101,1010.3,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.4964,101,1030.1,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.5975,101,1045.2,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.6844,101,1055.4,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
CQBFD,318.15,0.792,101,1065.8,Rilo et al. (2012b),Density,Liquid,AAIsrh,CCO,ethanol,ABJgup,CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium octyl sulfate,,,
