setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wTrYq,0.18,101,298.15,980.3,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,0.3173,101,298.15,1060.3,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,0.4479,101,298.15,1109.9,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,0.5295,101,298.15,1132.9,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,0.6705,101,298.15,1164.5,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,0.7758,101,298.15,1183.8,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
wTrYq,1,101,298.15,1212,Domanska et al. (2008d),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
