setid,"Temperature, K",Mole fraction of 1-butylpyridinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DnbGx,293.15,0,100,785.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.1008,100,853.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.2007,100,903.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.3005,100,941.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.3999,100,971.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.5005,100,996.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.5998,100,1016.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.7004,100,1033.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.7972,100,1047.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,0.9032,100,1060.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,293.15,1,100,1071.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0,100,781.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.1008,100,850,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.2007,100,899.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.3005,100,937.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.3999,100,967.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.5005,100,992.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.5998,100,1013.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.7004,100,1030.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.7972,100,1044.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,0.9032,100,1057.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,298.15,1,100,1068.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0,100,776.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.1008,100,846.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.2007,100,895.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.3005,100,934.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.3999,100,964.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.5005,100,989.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.5998,100,1009.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.7004,100,1027.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.7972,100,1041.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,0.9032,100,1054.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,303.15,1,100,1065.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0,100,772.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.1008,100,842.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.2007,100,892.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.3005,100,930.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.3999,100,961.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.5005,100,986.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.5998,100,1006.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.7004,100,1024,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.7972,100,1038.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,0.9032,100,1051.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,308.15,1,100,1062.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0,100,768,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.1008,100,838.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.2007,100,888.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.3005,100,927.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.3999,100,957.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.5005,100,983.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.5998,100,1003.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.7004,100,1020.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.7972,100,1035,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,0.9032,100,1048.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,313.15,1,100,1059.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0,100,763.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.1008,100,834.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.2007,100,885.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.3005,100,923.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.3999,100,954.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.5005,100,979.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.5998,100,1000.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.7004,100,1017.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.7972,100,1031.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,0.9032,100,1045.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
DnbGx,318.15,1,100,1056.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AALcwx,CC(C)O,propan-2-ol,,,
