setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YWnEZ,298.15,0,101,960.72,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.04902,101,994.34,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.08192,101,1013.88,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.14532,101,1046.98,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.17653,101,1061,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.25568,101,1092.42,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.33862,101,1119.49,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.44725,101,1148.2,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.54527,101,1169.5,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.64658,101,1188.2,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.75617,101,1205.6,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.82064,101,1214.7,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.88681,101,1223.4,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,0.95105,101,1231.2,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,298.15,1,101,1236.4,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0,101,951.66,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.04902,101,985.51,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.08192,101,1005.22,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.14532,101,1038.65,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.17653,101,1052.83,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.25568,101,1084.62,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.33862,101,1112.01,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
YWnEZ,308.15,0.44725,101,1141,Reddy et al. (2016c),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAOgvx,COCCO,2-methoxyethan-1-ol,,,
