setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wclch,303.15,0.5946,101,1141.95,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,303.15,0.7155,101,1189.51,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,303.15,0.7808,101,1213,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,303.15,0.8498,101,1236.4,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,303.15,0.9227,101,1259.4,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,303.15,0.9531,101,1268.4,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.0653,101,851.01,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.1358,101,898.73,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.2122,101,946.58,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.2953,101,994.62,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.386,101,1042.74,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.4853,101,1090.8,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.5946,101,1138.81,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.7155,101,1186.41,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.7808,101,1209.97,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.8498,101,1233.3,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.9227,101,1256.4,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,308.15,0.9531,101,1265.3,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.0653,101,847.09,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.1358,101,894.92,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.2122,101,942.94,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.2953,101,991.08,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.386,101,1039.41,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.4853,101,1087.64,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.5946,101,1135.79,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.7155,101,1183.41,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.7808,101,1207.06,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.8498,101,1230.3,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.9227,101,1253.3,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
wclch,313.15,0.9531,101,1262.3,Sandhya et al. (2016),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
