setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KoeLr,100,338.15,0.4,1196.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,338.15,0.6001,1244,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,338.15,0.8,1277.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,338.15,1,1301.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,0,979.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,0.2,1112.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,0.4,1187.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,0.6001,1235.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,0.8,1268.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,348.15,1,1293.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,0,1018.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,0.2,1153.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,0.4,1229.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,0.6001,1277.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,0.8,1311.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,298.15,1,1336.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,0,1011,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,0.2,1145.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,0.4,1221.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,0.6001,1269.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,0.8,1303.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,308.15,1,1327.8,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,0,1003.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,0.2,1137.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,0.4,1213.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,0.6001,1261.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,0.8,1294.8,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,318.15,1,1319.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,0,995.8,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,0.2,1129.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,0.4,1204.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,0.6001,1253,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,0.8,1286.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,328.15,1,1310.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,0,987.8,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,0.2,1121.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,0.4,1196.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,0.6001,1244.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,0.8,1278,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,338.15,1,1302.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,0,979.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,0.2,1113.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,0.4,1188.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,0.6001,1236.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,0.8,1269.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,1000,348.15,1,1294.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,0,1018.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,0.2,1154.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,0.4,1230.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,0.6001,1278.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,0.8,1312.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,2000,298.15,1,1337.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
