setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KoeLr,100,298.15,0,1018,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,298.15,0.2,1153.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,298.15,0.4,1229,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,298.15,0.6001,1277.4,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,298.15,0.8,1311.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,298.15,1,1335.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,0,1010.1,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,0.2,1145,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,0.4,1220.8,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,0.6001,1269,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,0.8,1302.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,308.15,1,1327,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,0,1003,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,0.2,1137,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,0.4,1212.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,0.6001,1260.7,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,0.8,1294,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,318.15,1,1318.5,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,0,995.2,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,0.2,1129,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,0.4,1204.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,0.6001,1252.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,0.8,1285.6,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,328.15,1,1309.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,338.15,0,987.3,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
KoeLr,100,338.15,0.2,1120.9,Domanska et al. (2018e),Density,Liquid,ABigFi,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,AAXZQi,OCCc1ccccc1,2-phenylethanol,,,
