setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FxdEY,0.131,298.15,101.3,1481.91,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,303.15,101.3,1477.02,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,308.15,101.3,1472.16,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,313.15,101.3,1467.31,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,318.15,101.3,1462.48,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,323.15,101.3,1457.66,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,328.15,101.3,1452.87,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,333.15,101.3,1448.09,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,338.15,101.3,1443.32,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
FxdEY,0.131,343.15,101.3,1438.57,Gonzalez et al. (2015b),Density,Liquid,AADYJk,O,water,ABZTcB,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,,,
