setid,"Temperature, K",Mole fraction of dodecyltrimethylammonium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VvciX,293.15,0.333,101.3,1173,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,298.15,0.333,101.3,1169.4,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,303.15,0.333,101.3,1165.6,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,308.15,0.333,101.3,1161.7,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,313.15,0.333,101.3,1158.1,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,318.15,0.333,101.3,1154.6,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,323.15,0.333,101.3,1151.1,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,328.15,0.333,101.3,1147.6,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
VvciX,333.15,0.333,101.3,1144.1,Omar and Sadeghi (2021b),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AAYNOV,Oc1cccc(O)c1O,"1,2,3-benzenetriol",,,
