setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fdCYF,298.15,0,100,918.5,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.1084,100,945.5,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.196,100,965.5,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.3023,100,991.5,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.4087,100,1020.1,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.5064,100,1045.5,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.6027,100,1074.3,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.6981,100,1103.6,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.7966,100,1133.1,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,0.8978,100,1164.9,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,298.15,1,100,1198.8,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,303.15,0,100,914.8,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
fdCYF,303.15,0.1084,100,941.9,Govardhana Rao et al. (2015),Density,Liquid,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
