setid,Weight fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GWaBf,0.95,303,100,1090.74,Zhang et al. (2014i),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
GWaBf,0.95,308,100,1086.47,Zhang et al. (2014i),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
GWaBf,0.95,313,100,1082.2,Zhang et al. (2014i),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
GWaBf,0.95,318,100,1077.93,Zhang et al. (2014i),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
GWaBf,0.95,323,100,1073.66,Zhang et al. (2014i),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
