setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zExfu,298.15,0,101.3,926,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.067,101.3,981,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.133,101.3,1029,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.192,101.3,1066,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.268,101.3,1112,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.35,101.3,1157,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.428,101.3,1196,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.54,101.3,1245,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.609,101.3,1272,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.674,101.3,1295,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.734,101.3,1314,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.799,101.3,1332,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.884,101.3,1354,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,0.951,101.3,1371,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,298.15,1,101.3,1383,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0,101.3,921,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.067,101.3,976,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.133,101.3,1024,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.192,101.3,1062,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.268,101.3,1107,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.35,101.3,1152,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
zExfu,303.15,0.428,101.3,1191,Aangothu et al. (2019),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
