setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GJuGy,288.15,0,81.5,789.353,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.1089,81.5,859.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.198,81.5,903.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.2992,81.5,943.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.3989,81.5,975,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.4992,81.5,1000.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.6012,81.5,1021.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.6982,81.5,1038.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.7957,81.5,1052.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,0.9013,81.5,1065.45,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,288.15,1,81.5,1076.38,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0,81.5,780.829,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.1089,81.5,851.1,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.198,81.5,895.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.2992,81.5,935.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.3989,81.5,967.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.4992,81.5,993.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.6012,81.5,1014.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.6982,81.5,1031.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.7957,81.5,1046.3,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,0.9013,81.5,1059.43,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,298.15,1,81.5,1069.78,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0,81.5,772.38,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.1089,81.5,844.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.198,81.5,889.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.2992,81.5,930,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.3989,81.5,962,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.4992,81.5,988,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.6012,81.5,1009.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.6982,81.5,1026.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.7957,81.5,1040.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,0.9013,81.5,1053.67,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,308.15,1,81.5,1063.88,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0,81.5,763.405,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.1089,81.5,836.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.198,81.5,881.9,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.2992,81.5,922.8,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.3989,81.5,955.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.4992,81.5,981.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.6012,81.5,1003.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.6982,81.5,1020.6,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.7957,81.5,1034.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,0.9013,81.5,1047.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,318.15,1,81.5,1058.01,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0,81.5,754.309,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.1089,81.5,828.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.198,81.5,874.8,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.2992,81.5,916.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.3989,81.5,949.2,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.4992,81.5,975.7,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.6012,81.5,997.5,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
GJuGy,328.15,0.6982,81.5,1014.4,Haghani et al. (2021),Density,Liquid,AAlxZE,CCCC[n+]1ccn(C)c1.N#C[S-],1-butyl-3-methylimidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
