setid,Mole fraction of cholinium perfluorobutanesulfonate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FvQXA,0.5,293.15,100,1633.6,Castro et al. (2020),Density,Liquid,ABZceF,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cholinium perfluorobutanesulfonate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
FvQXA,0.5,303.15,100,1621,Castro et al. (2020),Density,Liquid,ABZceF,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cholinium perfluorobutanesulfonate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
FvQXA,0.5,313.15,100,1608.7,Castro et al. (2020),Density,Liquid,ABZceF,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cholinium perfluorobutanesulfonate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
FvQXA,0.5,323.15,100,1596.4,Castro et al. (2020),Density,Liquid,ABZceF,C[N+](C)(C)CCO.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cholinium perfluorobutanesulfonate,AAyorQ,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoropentanoic acid,,,
