setid,"Temperature, K","MolaRity of silver trifluoroacetate, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tSOMr,293,1.1,100,1363.4,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,303,1.1,100,1354.8,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,313,1.1,100,1346.3,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,323,1.1,100,1337.7,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,333,1.1,100,1329.1,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,343,1.1,100,1320.5,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
tSOMr,353,1.1,100,1312,Sanchez (2008),Density,Liquid,AAqYOx,O=C([O-])C(F)(F)F.[Ag+],silver trifluoroacetate,AAxEib,CCCC[N+]1(C)CCCC1.O=C([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoroacetate,,,
