setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Gwnfk,280.2,7.94e-05,Yokozeki and Shiflett (2006),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AANYhw,FC(F)F,trifluoromethane
Gwnfk,285.6,8.65e-05,Yokozeki and Shiflett (2006),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AANYhw,FC(F)F,trifluoromethane
Gwnfk,293.6,8.78e-05,Yokozeki and Shiflett (2006),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AANYhw,FC(F)F,trifluoromethane
