setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xNPAx,0.0091,308.15,100,1147.5,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,313.15,100,1145,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,318.15,100,1142.3,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,323.15,100,1139.8,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,328.15,100,1137,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,333.15,100,1134.7,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,338.15,100,1131.9,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0091,343.15,100,1129.2,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,308.15,100,1144.7,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,313.15,100,1142.2,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,318.15,100,1139.5,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,323.15,100,1136.9,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,328.15,100,1134.3,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,333.15,100,1131.8,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,338.15,100,1129,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.011,343.15,100,1126.4,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,308.15,100,1143,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,313.15,100,1140.5,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,318.15,100,1137.8,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,323.15,100,1135.3,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,328.15,100,1132.6,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,333.15,100,1130.1,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,338.15,100,1127.2,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0123,343.15,100,1124.7,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,308.15,100,1140.1,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,313.15,100,1137.6,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,318.15,100,1134.9,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,323.15,100,1132.4,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,328.15,100,1129.8,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
xNPAx,0.0138,333.15,100,1127.2,Fang et al. (2014),Density,Liquid,ABFdeu,CCCCC[n+]1ccn(C)c1.NC(CCC(=O)O)C(=O)[O-],1-pentyl-3-methylimidazolium DL-glutamate,AADYJk,O,water,,,
