setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gENif,298.15,101,0.667,1146.8,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARbOp,NC(CO)CO,"2-amino-1,3-propanediol",,,
gENif,303.15,101,0.667,1143.7,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARbOp,NC(CO)CO,"2-amino-1,3-propanediol",,,
gENif,313.15,101,0.667,1137.6,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARbOp,NC(CO)CO,"2-amino-1,3-propanediol",,,
gENif,323.15,101,0.667,1131.5,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARbOp,NC(CO)CO,"2-amino-1,3-propanediol",,,
gENif,333.15,101,0.667,1125.5,Long et al. (2020b),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AARbOp,NC(CO)CO,"2-amino-1,3-propanediol",,,
