setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DeYCM,323.15,0.7003,100,1095,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.8,100,1107,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.8985,100,1118,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,1,100,1128,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0,100,759,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.0201,100,790,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.0397,100,816,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.0802,100,861,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.1002,100,879,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.12,100,896,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.16,100,925,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.1992,100,949,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.2987,100,996,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.4007,100,1030,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.5007,100,1055,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.5993,100,1075,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.7003,100,1091,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.8,100,1104,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,0.8985,100,1115,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,328.15,1,100,1124,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0,100,754,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.0201,100,785,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.0397,100,812,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.0802,100,857,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.1002,100,875,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.12,100,892,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.16,100,921,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.1992,100,945,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.2987,100,992,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.4007,100,1026,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.5007,100,1052,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.5993,100,1071,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.7003,100,1088,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.8,100,1101,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,0.8985,100,1112,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,333.15,1,100,1121,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0,100,749,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.0201,100,781,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.0397,100,807,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.0802,100,853,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.1002,100,871,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.12,100,888,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.16,100,917,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.1992,100,941,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.2987,100,988,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.4007,100,1023,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.5007,100,1048,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.5993,100,1068,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.7003,100,1084,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.8,100,1097,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,0.8985,100,1108,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,338.15,1,100,1117,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
