setid,"MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SfoGV,0,288.15,101,795.934,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0,293.15,101,791.24,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0,298.15,101,786.531,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0,303.15,101,781.802,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0,308.15,101,777.053,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.008,288.15,101,796.653,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.008,293.15,101,791.962,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.008,298.15,101,787.257,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.008,303.15,101,782.535,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.008,308.15,101,777.792,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0122,288.15,101,797.014,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0122,293.15,101,792.33,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0122,298.15,101,787.627,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0122,303.15,101,782.907,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0122,308.15,101,778.162,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0155,288.15,101,797.275,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0155,293.15,101,792.586,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0155,298.15,101,787.885,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0155,303.15,101,783.165,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0155,308.15,101,778.423,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0203,288.15,101,797.642,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0203,293.15,101,792.954,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0203,298.15,101,788.253,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0203,303.15,101,783.538,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0203,308.15,101,778.804,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.024,288.15,101,797.94,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.024,293.15,101,793.254,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.024,298.15,101,788.555,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.024,303.15,101,783.836,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.024,308.15,101,779.102,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0321,288.15,101,798.583,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0321,293.15,101,793.902,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0321,298.15,101,789.204,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0321,303.15,101,784.492,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0321,308.15,101,779.759,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
SfoGV,0.0409,288.15,101,799.278,Sadeghi et al. (2009b),Density,Liquid,AAGIBL,CO,methanol,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,,,
