setid,"MolaLity of 1-butyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ulrYS,1.239,323.15,101,872.26,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.522,293.15,101,913.81,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.522,308.15,101,901.44,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.522,323.15,101,888.61,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.763,293.15,101,926.62,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.763,308.15,101,914.26,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,1.763,323.15,101,901.49,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.497,293.15,101,961.11,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.497,308.15,101,948.77,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.497,323.15,101,936.11,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.935,293.15,101,978.86,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.935,308.15,101,966.54,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
ulrYS,2.935,323.15,101,953.94,Gonzalez et al. (2013c),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
