setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of cyclopentanone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dlJAV,303.15,0.4133,0.263,100,1142.5,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.4312,0.2542,100,1147.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.4526,0.2422,100,1153.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.4706,0.2361,100,1159.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.4971,0.2224,100,1166.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.5153,0.2193,100,1171.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.5384,0.2065,100,1177,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.5512,0.1911,100,1179.4,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.5708,0.1864,100,1184.5,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.5915,0.1798,100,1189.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.6125,0.1754,100,1194.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.6307,0.17,100,1199.2,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.6512,0.1612,100,1203.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.6784,0.1546,100,1210.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.6942,0.1425,100,1213.2,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.7189,0.1249,100,1218,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.73,0.1197,100,1220.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.7545,0.1182,100,1226.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,0.7854,0.1009,100,1232.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,303.15,1,0,100,1276.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1035,0.438,100,1012.4,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1225,0.4286,100,1022.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1421,0.4123,100,1032.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1607,0.4007,100,1042,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1846,0.3952,100,1053.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.1908,0.3865,100,1056.4,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.2115,0.3716,100,1065.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.2301,0.3605,100,1073.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.2496,0.3424,100,1081.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.2653,0.3364,100,1088.2,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.2817,0.3251,100,1094.6,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.3025,0.3146,100,1102.4,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.3251,0.3058,100,1110.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.3443,0.2961,100,1117.4,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.3649,0.2864,100,1124.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.3911,0.2782,100,1132.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.4133,0.263,100,1139.5,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.4312,0.2542,100,1144.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.4526,0.2422,100,1150.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.4706,0.2361,100,1155.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.4971,0.2224,100,1162.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.5153,0.2193,100,1167.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.5384,0.2065,100,1173.5,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.5512,0.1911,100,1175.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.5708,0.1864,100,1180.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.5915,0.1798,100,1185.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.6125,0.1754,100,1191.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.6307,0.17,100,1195.3,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.6512,0.1612,100,1199.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.6784,0.1546,100,1206,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.6942,0.1425,100,1209,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.7189,0.1249,100,1213.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.73,0.1197,100,1215.9,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.7545,0.1182,100,1221.7,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,0.7854,0.1009,100,1227.8,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
dlJAV,308.15,1,0,100,1272.1,Malik et al. (2021),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAQJPN,O=C1CCCC1,cyclopentanone,AAStxH,O=C1CCCCC1,cyclohexanone
