setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ExYlO,303.15,0.0257,0.0207,100,996.943,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0348,0.0207,100,997.173,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0351,0,100,996.493,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0351,0.0403,100,997.968,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0355,0.0611,100,998.662,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0448,0,100,996.717,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0452,0.0207,100,997.403,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0456,0.0403,100,998.196,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0456,0.0611,100,998.876,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0553,0,100,996.939,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0553,0.0403,100,998.424,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0554,0.0611,100,999.091,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0555,0.0207,100,997.634,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0646,0.0403,100,998.653,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0649,0,100,997.159,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0649,0.0611,100,999.307,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0651,0.0207,100,997.867,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0747,0.0207,100,998.101,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0751,0.0611,100,999.523,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0754,0,100,997.377,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0755,0.0403,100,998.883,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0853,0,100,997.594,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0853,0.0207,100,998.335,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0853,0.0611,100,999.74,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0858,0.0403,100,999.114,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0948,0.0403,100,999.345,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0948,0.0611,100,999.959,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0952,0.0207,100,998.57,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0956,0,100,997.809,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0,0,100,994.078,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0,0.0207,100,994.713,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0,0.0403,100,995.534,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0,0.0611,100,996.214,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0152,0,100,994.421,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0154,0.0207,100,995.051,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0154,0.0403,100,995.868,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0157,0.0611,100,996.528,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0252,0.0403,100,996.092,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0252,0.0611,100,996.739,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0255,0,100,994.647,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0257,0.0207,100,995.277,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0348,0.0207,100,995.504,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0351,0,100,994.871,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0351,0.0403,100,996.317,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0355,0.0611,100,996.951,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0448,0,100,995.093,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0452,0.0207,100,995.732,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0456,0.0403,100,996.543,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0456,0.0611,100,997.163,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0553,0,100,995.313,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0553,0.0403,100,996.77,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0554,0.0611,100,997.376,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0555,0.0207,100,995.961,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0646,0.0403,100,996.998,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0649,0,100,995.531,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0649,0.0611,100,997.59,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0651,0.0207,100,996.19,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0747,0.0207,100,996.421,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0751,0.0611,100,997.805,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0754,0,100,995.747,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0755,0.0403,100,997.227,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0853,0,100,995.961,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0853,0.0207,100,996.653,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0853,0.0611,100,998.021,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0858,0.0403,100,997.455,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0948,0.0403,100,997.686,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0948,0.0611,100,998.237,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0952,0.0207,100,996.885,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,308.15,0.0956,0,100,996.173,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0,0,100,992.248,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0,0.0207,100,992.885,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0,0.0403,100,993.662,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0,0.0611,100,994.388,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0152,0,100,992.589,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0154,0.0207,100,993.22,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0154,0.0403,100,993.993,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0157,0.0611,100,994.7,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0252,0.0403,100,994.215,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0252,0.0611,100,994.909,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0255,0,100,992.814,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0257,0.0207,100,993.445,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0348,0.0207,100,993.67,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0351,0,100,993.037,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0351,0.0403,100,994.438,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0355,0.0611,100,995.119,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0448,0,100,993.258,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0452,0.0207,100,993.896,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0456,0.0403,100,994.661,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0456,0.0611,100,995.33,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0553,0,100,993.477,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0553,0.0403,100,994.885,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0554,0.0611,100,995.542,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
