setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JeAyf,308.15,0.0612,101,1107.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.1098,101,1107.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.2054,101,1107.5,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.2476,101,1107.5,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.3088,101,1107.3,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.4187,101,1106.4,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.4521,101,1106,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.5065,101,1104.9,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.6021,101,1101.8,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.6532,101,1099.2,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.7042,101,1095.7,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.7565,101,1090.7,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.8029,101,1084.7,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.8577,101,1074.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.9035,101,1061.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,308.15,0.9511,101,1039.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,318.15,0.0612,101,1101.7,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,318.15,0.1098,101,1101.6,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
JeAyf,318.15,0.2054,101,1101.4,Sastry and Ravalji (2016),Density,Liquid,AADYJk,O,water,AAuazE,CCCCCCCC[n+]1ccc(C)cc1.[Cl-],4-methyl-1-octylpyridinium chloride,,,
