setid,Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YsEnn,0.0558,288.15,100,1052.6,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,293.15,100,1048.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,298.15,100,1043.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,303.15,100,1039.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,308.15,100,1035.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,313.15,100,1030.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.0558,318.15,100,1026.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,288.15,100,1078.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,293.15,100,1073.9,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,298.15,100,1069.5,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,303.15,100,1065.1,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,308.15,100,1060.8,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,313.15,100,1056.4,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.1123,318.15,100,1052,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.2121,288.15,100,1120.7,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
YsEnn,0.2121,293.15,100,1116.3,Pal and Kumar (2011),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAiOic,CCOCCOCCOCCO,2-(2-(2-ethoxyethoxy)ethoxy)ethanol,,,
