setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vzhHF,0.0331,298.15,101,1316.64,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.066,298.15,101,1312.4,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.105,298.15,101,1307.22,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.1823,298.15,101,1295.84,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.2732,298.15,101,1280.29,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.3284,298.15,101,1269.48,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.4097,298.15,101,1250.9,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.5055,298.15,101,1224.1,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.5848,298.15,101,1196.4,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.6747,298.15,101,1156,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.7832,298.15,101,1087.5,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
vzhHF,0.8966,298.15,101,972.5,Andreatta et al. (2010a),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABnWNT,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,,,
