setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xktSR,278.15,0,101,815.5,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,278.15,0.4918,101,1372.4,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,278.15,0.5723,101,1410.2,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,278.15,0.7026,101,1459.6,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,278.15,0.8055,101,1491.1,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,278.15,0.9025,101,1516.3,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,298.15,0,101,799.5,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,298.15,0.0519,101,914.2,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,298.15,0.1037,101,1005.1,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
xktSR,298.15,0.2013,101,1134.2,Salinas et al. (2016),Density,Liquid,AALcLI,CCCO,propan-1-ol,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
