setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium salicylate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NGgDB,293.15,0,100,998.2,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.00579,100,998.4,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.007,100,998.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.00801,100,998.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.01056,100,998.6,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.01278,100,998.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.0158,100,998.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.01707,100,998.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.02056,100,999.1,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,293.15,0.02523,100,999.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0,100,997,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.00579,100,997.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.007,100,997.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.00801,100,997.4,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.01056,100,997.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.01278,100,997.6,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.0158,100,997.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.01707,100,997.8,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.02056,100,997.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,298.15,0.02523,100,998.1,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0,100,995.6,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.00579,100,995.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.007,100,995.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.00801,100,996,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.01056,100,996.1,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.01278,100,996.2,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.0158,100,996.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.01707,100,996.4,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.02056,100,996.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,303.15,0.02523,100,996.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0,100,994,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.00579,100,994.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
