setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wgzoi,308.15,0.6026,100,1253.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,308.15,0.6991,100,1278,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,308.15,0.797,100,1298.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,308.15,0.8995,100,1316.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,308.15,1,100,1332,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0,100,772.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.0996,100,943.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.1999,100,1050.2,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.2996,100,1123.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.3984,100,1175.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.4991,100,1216.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.6026,100,1248.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.6991,100,1273.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.797,100,1294.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,0.8995,100,1312.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,313.15,1,100,1327.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0,100,768.3,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.0996,100,938.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.1999,100,1045.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.2996,100,1118.8,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.3984,100,1171.1,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.4991,100,1211.9,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.6026,100,1244.7,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.6991,100,1269.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.797,100,1290.4,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,0.8995,100,1308.5,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
Wgzoi,318.15,1,100,1323.6,Fang et al. (2019b),Density,Liquid,ABGawV,CC[n+]1ccn(CCOC)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,AAIsrh,CCO,ethanol,,,
