setid,"Mole fraction of 1,3-dimethylbenzene","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HZTKT,0,101,283.15,1385.92,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.0548,101,283.15,1375.85,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.1031,101,283.15,1366.15,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.1997,101,283.15,1344.72,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.3078,101,283.15,1316.39,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.4011,101,283.15,1288.55,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.5083,101,283.15,1249.39,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.6095,101,283.15,1204.33,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,0.7329,101,283.15,1132.64,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
HZTKT,1,101,283.15,872.69,Gonzalez et al. (2015c),Density,Liquid,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
