setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
adara,293.15,0,101,805.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.0006,101,806.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.0012,101,807.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.0029,101,809.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.7074,101,1244,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.7983,101,1273.8,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.9284,101,1310.6,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,0.9743,101,1323.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,293.15,1,101,1330.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0,101,799.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.0006,101,800.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.0012,101,801.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.0029,101,803.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.7074,101,1240.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.7983,101,1270.1,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,0.9284,101,1307.1,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
