setid,"Temperature, K","MolaLity of N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CUHgY,298.15,0,100,943.898,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0094,100,945.311,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0139,100,945.976,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0248,100,947.594,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0349,100,949.077,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0531,100,951.714,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0682,100,953.887,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.0872,100,956.609,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.1092,100,959.699,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.1351,100,963.305,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,298.15,0.1667,100,967.61,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0,100,939.128,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0094,100,940.541,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0139,100,941.205,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0248,100,942.825,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0349,100,944.306,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0531,100,946.941,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0682,100,949.119,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.0872,100,951.837,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.1092,100,954.934,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.1351,100,958.531,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,303.15,0.1667,100,962.837,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0,100,934.342,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0094,100,935.755,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0139,100,936.42,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0248,100,938.04,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0349,100,939.524,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0531,100,942.158,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0682,100,944.334,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.0872,100,947.051,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.1092,100,950.151,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.1351,100,953.752,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,308.15,0.1667,100,958.063,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0,100,929.546,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0094,100,930.96,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0139,100,931.625,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0248,100,933.244,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0349,100,934.726,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0531,100,937.366,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0682,100,939.539,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.0872,100,942.258,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.1092,100,945.347,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.1351,100,948.956,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,313.15,0.1667,100,953.255,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
