setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHcJn,293.15,0.4001,101,1161.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,0.5006,101,1166.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,0.6015,101,1170.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,0.7036,101,1173.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,0.8038,101,1176.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,0.9012,101,1178.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,293.15,1,101,1180.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0,101,1123.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.1027,101,1135.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.1999,101,1144.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.3001,101,1151.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.4001,101,1157.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.5006,101,1162.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.6015,101,1166.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.7036,101,1170,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.8038,101,1172.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,0.9012,101,1175.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,298.15,1,101,1177.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0,101,1118.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.1027,101,1130.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.1999,101,1139.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.3001,101,1147.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.4001,101,1153.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.5006,101,1158.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.6015,101,1162.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.7036,101,1166.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.8038,101,1169.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,0.9012,101,1171.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,303.15,1,101,1173.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0,101,1113.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.1027,101,1126.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.1999,101,1135.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.3001,101,1143.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.4001,101,1149.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.5006,101,1154.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.6015,101,1159.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.7036,101,1162.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.8038,101,1166,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,0.9012,101,1168.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,308.15,1,101,1170.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0,101,1109.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.1027,101,1121.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.1999,101,1131.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.3001,101,1139,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.4001,101,1145.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.5006,101,1151,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.6015,101,1155.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.7036,101,1159.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.8038,101,1162.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,0.9012,101,1165,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,313.15,1,101,1167.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0,101,1104.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.1027,101,1117.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.1999,101,1127,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.3001,101,1135.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.4001,101,1141.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.5006,101,1147.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.6015,101,1152,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.7036,101,1155.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.8038,101,1159.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,0.9012,101,1161.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,318.15,1,101,1164,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0,101,1099.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.1027,101,1112.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.1999,101,1122.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.3001,101,1131.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.4001,101,1137.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.5006,101,1143.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.6015,101,1148.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.7036,101,1152.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.8038,101,1155.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,0.9012,101,1158.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,323.15,1,101,1160.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0,101,1094.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.1027,101,1108.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.1999,101,1118.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.3001,101,1126.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.4001,101,1133.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.5006,101,1139.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.6015,101,1144.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.7036,101,1148.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.8038,101,1152.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,0.9012,101,1154.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,328.15,1,101,1157.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0,101,1089.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.1027,101,1103.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
