setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rgSjJ,298.15,0,100,925.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.1002,100,988.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.2001,100,1042.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.3007,100,1089.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.3992,100,1129.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.5001,100,1166,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.5986,100,1197.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.7001,100,1225.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.8005,100,1250.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,0.9002,100,1272.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,298.15,1,100,1292.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0,100,921.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.1002,100,984.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.2001,100,1038.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.3007,100,1085.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.3992,100,1126.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.5001,100,1162.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.5986,100,1193.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.7001,100,1221.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.8005,100,1246.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,0.9002,100,1268.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,303.15,1,100,1288.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0,100,916.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.1002,100,980.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.2001,100,1034.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.3007,100,1081.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.3992,100,1122.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.5001,100,1158.6,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.5986,100,1189.8,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.7001,100,1218.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
