setid,Solvent: Weight fraction of lithium chloride,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SpDdB,0,298.15,0.1031,101,998.29,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,0.3601,101,1001.17,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,0.54,101,1003.12,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,0.732,101,1005.14,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,0.922,101,1007.06,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,1.0244,101,1008.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,1.2087,101,1009.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,298.15,1.3605,101,1011.27,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,0.1031,101,996.88,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,0.3601,101,999.71,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,0.54,101,1001.62,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,0.732,101,1003.59,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,0.922,101,1005.47,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,1.0244,101,1006.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,1.2087,101,1008.18,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,303.15,1.3605,101,1009.56,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,0.1031,101,995.24,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,0.3601,101,998.01,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,0.54,101,999.89,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,0.732,101,1001.83,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,0.922,101,1003.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,1.0244,101,1004.69,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,1.2087,101,1006.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,308.15,1.3605,101,1007.82,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,0.1031,101,993.3,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,0.3601,101,996.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,0.54,101,997.97,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,0.732,101,999.92,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,0.922,101,1001.8,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,1.0244,101,1002.78,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,1.2087,101,1004.5,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,313.15,1.3605,101,1005.88,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,0.1031,101,991.27,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,0.3601,101,994.02,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,0.54,101,995.9,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,0.732,101,997.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,0.922,101,999.73,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,1.0244,101,1000.71,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,1.2087,101,1002.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0,318.15,1.3605,101,1003.81,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,0.1059,101,1027.56,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,0.3599,101,1032,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,0.512,101,1034.63,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,0.7374,101,1038.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,0.9321,101,1041.64,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,1.0223,101,1043.09,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,1.2055,101,1045.98,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,298.15,1.3624,101,1048.38,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,0.1059,101,1026.11,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,0.3599,101,1030.43,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,0.512,101,1033,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,0.7374,101,1036.72,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,0.9321,101,1039.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,1.0223,101,1041.28,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,1.2055,101,1044.13,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,303.15,1.3624,101,1046.5,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,0.1059,101,1024.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,0.3599,101,1028.56,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,0.512,101,1031.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,0.7374,101,1034.75,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,0.9321,101,1037.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,1.0223,101,1039.25,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,1.2055,101,1042.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,308.15,1.3624,101,1044.41,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,0.1059,101,1022.68,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,0.3599,101,1026.84,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,0.512,101,1029.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,0.7374,101,1032.94,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,0.9321,101,1035.97,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,1.0223,101,1037.35,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,313.15,1.2055,101,1040.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
