setid,Solvent: Weight fraction of lithium chloride,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SpDdB,0.1,308.15,1.1709,101,1070.09,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,1.4003,101,1073.75,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,0.1052,101,1050.44,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,0.3611,101,1054.84,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,0.5118,101,1057.4,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,0.728,101,1061,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,0.9331,101,1064.37,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,1.0155,101,1065.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,1.1709,101,1068.2,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,313.15,1.4003,101,1071.8,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,0.1052,101,1048.53,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,0.3611,101,1052.89,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,0.5118,101,1055.42,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,0.728,101,1059,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,0.9331,101,1062.32,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,1.0155,101,1063.63,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,1.1709,101,1066.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,318.15,1.4003,101,1069.65,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,0.1113,101,1083.96,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,0.3585,101,1088.23,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,0.5152,101,1090.91,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,0.7408,101,1094.67,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,0.9313,101,1097.75,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,1.021,101,1099.17,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,1.2036,101,1101.99,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,298.15,1.3969,101,1104.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,0.1113,101,1082.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,0.3585,101,1086.65,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,0.5152,101,1089.28,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,0.7408,101,1093.01,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,0.9313,101,1096.06,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,1.021,101,1097.47,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,1.2036,101,1100.28,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,303.15,1.3969,101,1103.15,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,0.1113,101,1080.81,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,0.3585,101,1084.95,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,0.5152,101,1087.55,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,0.7408,101,1091.23,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,0.9313,101,1094.25,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,1.021,101,1095.64,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,1.2036,101,1098.4,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,308.15,1.3969,101,1101.25,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,0.1113,101,1079.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,0.3585,101,1083.14,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,0.5152,101,1085.73,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,0.7408,101,1089.38,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,0.9313,101,1092.38,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,1.021,101,1093.77,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,1.2036,101,1096.53,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,313.15,1.3969,101,1099.34,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,0.1113,101,1077.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,0.3585,101,1081.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,0.5152,101,1083.66,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,0.7408,101,1087.27,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,0.9313,101,1090.27,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,1.021,101,1091.63,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,1.2036,101,1094.37,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.15,318.15,1.3969,101,1097.18,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
