setid,"MolaLity of tetraethylammonium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ELJsM,0.00963,298.15,101,-0.305,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.02091,298.15,101,-0.658,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.0296,298.15,101,-0.925,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.04889,298.15,101,-1.518,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.06615,298.15,101,-2.046,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.08782,298.15,101,-2.172,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
ELJsM,0.12606,298.15,101,-3.878,Zana et al. (1982),Density,Liquid,AAftPF,CC[N+](CC)(CC)CC.[Cl-],tetraethylammonium chloride,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
