setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NGKrU,293.15,0,101,998.23,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.0121,101,1007.06,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.0381,101,1024.73,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.0819,101,1046.21,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.1109,101,1055.73,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.1399,101,1062.54,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.2489,101,1076.98,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.2977,101,1080.1,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,293.15,0.4083,101,1084.3,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0,101,997.06,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.0121,101,1005.53,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.0381,101,1022.46,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.0819,101,1043.25,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.1109,101,1052.62,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.1399,101,1059.39,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.2489,101,1073.95,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.2977,101,1077.2,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,298.15,0.4083,101,1081.4,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,303.15,0,101,995.66,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,303.15,0.0121,101,1003.8,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,303.15,0.0381,101,1020.07,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NGKrU,303.15,0.0819,101,1040.24,Yang et al. (2010a),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
