setid,"Temperature, K","MolaRity of tetraphenylphosphonium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LiJyp,308.65,0,101,765.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,308.65,0.005,101,767.5,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,308.65,0.01,101,768.4,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,308.65,0.02,101,772.4,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,308.65,0.05,101,776.2,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,308.65,0.1,101,784.1,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0,101,762.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0.005,101,764.4,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0.01,101,765.2,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0.02,101,769.2,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0.05,101,773.4,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,311.65,0.1,101,780.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0,101,759.7,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0.005,101,762.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0.01,101,762.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0.02,101,766.8,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0.05,101,770.9,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
LiJyp,314.65,0.1,101,777.2,Tripathi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,ABUEqe,[Cl-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphonium chloride,,,
