setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gxHeL,0.1068,0,298.2,87,998.23,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.0993,298.2,87,1001.32,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.1484,298.2,87,1002.83,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.2016,298.2,87,1004.46,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.252,298.2,87,1005.99,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.2946,298.2,87,1007.28,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.3485,298.2,87,1008.9,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.4012,298.2,87,1010.47,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1068,0.4494,298.2,87,1011.9,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0,298.2,87,999.17,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.1395,298.2,87,1003.46,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.1725,298.2,87,1004.46,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.1989,298.2,87,1005.25,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.2446,298.2,87,1006.64,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.2967,298.2,87,1008.19,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.3514,298.2,87,1009.82,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.405,298.2,87,1011.38,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.1982,0.4859,298.2,87,1013.72,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.2961,0,298.2,87,1000.22,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.2961,0.1199,298.2,87,1003.88,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.2961,0.15,298.2,87,1004.79,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
gxHeL,0.2961,0.2005,298.2,87,1006.31,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABThEt,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCn1cc[n+](C)c1,1-hexyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
