setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CUTRi,278.15,0.00538,101.3,1123.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.01403,101.3,1124,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.01899,101.3,1124,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.03352,101.3,1124.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.04547,101.3,1124.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.05132,101.3,1124.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.06181,101.3,1124.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.07933,101.3,1124.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,278.15,0.10596,101.3,1125.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.00538,101.3,1120.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.01403,101.3,1120.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.01899,101.3,1120.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.03352,101.3,1120.7,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.04547,101.3,1120.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.05132,101.3,1120.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.06181,101.3,1121,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.07933,101.3,1121.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,283.15,0.10596,101.3,1121.6,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.00538,101.3,1117,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.01403,101.3,1117,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.01899,101.3,1117,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.03352,101.3,1117.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.04547,101.3,1117.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.05132,101.3,1117.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.06181,101.3,1117.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.07933,101.3,1117.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,288.15,0.10596,101.3,1118.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.00538,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.01403,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.01899,101.3,1113.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.03352,101.3,1113.6,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.04547,101.3,1113.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.05132,101.3,1113.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.06181,101.3,1114,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.07933,101.3,1114.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,293.15,0.10596,101.3,1114.7,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.00538,101.3,1109.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
