setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CUTRi,298.15,0.01403,101.3,1110,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.01899,101.3,1110,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.03352,101.3,1110.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.04547,101.3,1110.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.05132,101.3,1110.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.06181,101.3,1110.6,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.07933,101.3,1110.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,298.15,0.10596,101.3,1111.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.00538,101.3,1106.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.01403,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.01899,101.3,1106.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.03352,101.3,1106.6,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.04547,101.3,1106.7,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.05132,101.3,1106.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.06181,101.3,1106.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.07933,101.3,1107.1,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,303.15,0.10596,101.3,1107.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.00538,101.3,1102.9,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.01403,101.3,1103,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.01899,101.3,1103,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.03352,101.3,1103.2,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.04547,101.3,1103.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.05132,101.3,1103.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.06181,101.3,1103.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.07933,101.3,1103.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,308.15,0.10596,101.3,1104.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.00538,101.3,1099.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.01403,101.3,1099.4,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.01899,101.3,1099.5,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.03352,101.3,1099.6,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.04547,101.3,1099.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.05132,101.3,1099.8,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.06181,101.3,1100,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.07933,101.3,1100.3,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
CUTRi,313.15,0.10596,101.3,1100.7,Toma et al. (2022),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
