setid,Mole fraction of 1-butyl-3-methylpyridinium tetrafluoroborate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uEZFx,0.762,101,298.15,1272.93,Navas et al. (2011),Density,Liquid,AAsLNN,BrCCCCCBr,"1,5-dibromopentane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
uEZFx,0.8332,101,298.15,1244.44,Navas et al. (2011),Density,Liquid,AAsLNN,BrCCCCCBr,"1,5-dibromopentane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
uEZFx,0.8705,101,298.15,1230.12,Navas et al. (2011),Density,Liquid,AAsLNN,BrCCCCCBr,"1,5-dibromopentane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
uEZFx,0.8901,101,298.15,1222.64,Navas et al. (2011),Density,Liquid,AAsLNN,BrCCCCCBr,"1,5-dibromopentane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
uEZFx,0.9557,101,298.15,1198.72,Navas et al. (2011),Density,Liquid,AAsLNN,BrCCCCCBr,"1,5-dibromopentane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
