setid,"Temperature, K",Mole fraction of dodecyltriethylphosphonium 2-cyanopyrrolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qYAZM,298.15,0.042,100,1098,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.065,100,1088,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.09,100,1077,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.116,100,1067,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.218,100,1036,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.299,100,1016,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.501,100,982,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.686,100,962,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,0.809,100,951,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,298.15,1,100,945,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0,100,1117,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.005,100,1115,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.02,100,1107,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.042,100,1096,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.065,100,1085,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.09,100,1074,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.116,100,1064,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.218,100,1034,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.299,100,1013,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.501,100,979,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.686,100,959,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,0.809,100,948,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,303.15,1,100,942,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0,100,1111,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.005,100,1110,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.02,100,1101,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.042,100,1090,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.065,100,1080,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.09,100,1069,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.116,100,1059,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.218,100,1028,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.299,100,1008,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.501,100,973,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,0.686,100,953,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
qYAZM,313.15,1,100,936,Nordness et al. (2020),Density,Liquid,ABUpXr,CCCCCCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,dodecyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
