setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kANdL,293.15,0,101,791.3,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.0101,101,805.87,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.0506,101,852.64,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.1,101,894.1,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.1665,101,935.48,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.1951,101,949.82,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.2398,101,968.61,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.2991,101,989.02,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.3771,101,1010.5,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,293.15,0.482,101,1031.5,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0,101,786.58,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.0101,101,801.3,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.0506,101,848.46,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.1,101,890.18,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.1665,101,931.83,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.1951,101,946.25,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.2398,101,965.16,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.2991,101,985.68,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.3771,101,1007.2,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
kANdL,298.15,0.482,101,1028.3,Yang et al. (2010a),Density,Liquid,AAGIBL,CO,methanol,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
