setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hAhCT,293.15,0.0692,101,1001.64,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.0932,101,1002.82,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.1164,101,1003.94,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.141,101,1005.13,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.1652,101,1006.29,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.1863,101,1007.29,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.2114,101,1008.48,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.2376,101,1009.71,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.2632,101,1010.91,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,293.15,0.2831,101,1011.83,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0,101,997.043,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0183,101,997.948,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0274,101,998.397,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0367,101,998.851,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0459,101,999.303,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0692,101,1000.44,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.0932,101,1001.6,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.1164,101,1002.71,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.141,101,1003.88,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.1652,101,1005.02,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.1863,101,1006.01,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.2114,101,1007.19,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.2376,101,1008.4,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.2632,101,1009.58,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,298.15,0.2831,101,1010.49,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0,101,995.645,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0183,101,996.538,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0274,101,996.983,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0367,101,997.432,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0459,101,997.878,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0692,101,999.002,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.0932,101,1000.15,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.1164,101,1001.24,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.141,101,1002.4,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.1652,101,1003.53,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.1863,101,1004.51,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.2114,101,1005.67,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.2376,101,1006.87,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.2632,101,1008.03,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,303.15,0.2831,101,1008.93,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0,101,994.029,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0183,101,994.913,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0274,101,995.351,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0367,101,995.796,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0459,101,996.238,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0692,101,997.347,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.0932,101,998.48,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.1164,101,999.565,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.141,101,1000.71,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.1652,101,1001.83,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.1863,101,1002.79,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.2114,101,1003.94,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.2376,101,1005.13,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.2632,101,1006.28,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
hAhCT,308.15,0.2831,101,1007.17,Sadeghi et al. (2010b),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
