setid,"Solvent: MolaLity of cholinium propanoate, mol/kg","Temperature, K","MolaLity of D-glucose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wNdsZ,0.15,308.15,0.07506,100,1001.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,308.15,0.09923,100,1003.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,308.15,0.1484,100,1006.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0,100,994.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.01073,100,995.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.02802,100,996.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.05192,100,998.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.07506,100,999.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.09923,100,1001.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,313.15,0.1484,100,1004.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0,100,992.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.01073,100,993.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.02802,100,994.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.05192,100,996.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.07506,100,997.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.09923,100,999.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,318.15,0.1484,100,1002.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0,100,990.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.01073,100,991.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.02802,100,992.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.05192,100,993.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.07506,100,995.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.09923,100,996.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,323.15,0.1484,100,1000.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0,100,988.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.01073,100,988.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.02802,100,989.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.05192,100,991.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.07506,100,993,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.09923,100,994.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.15,328.15,0.1484,100,997.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0,100,1001.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.01062,100,1002.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.02613,100,1003.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.05014,100,1005,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.07428,100,1006.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.10158,100,1008.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,293.15,0.15015,100,1011.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0,100,1000.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.01062,100,1001,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.02613,100,1002.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.05014,100,1003.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.07428,100,1005.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.10158,100,1007.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,298.15,0.15015,100,1010.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0,100,998.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.01062,100,999.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.02613,100,1000.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.05014,100,1002.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.07428,100,1003.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.10158,100,1005.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,303.15,0.15015,100,1008.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0,100,997.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.01062,100,997.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.02613,100,998.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.05014,100,1000.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.07428,100,1002.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.10158,100,1003.9,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,308.15,0.15015,100,1007,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0,100,995.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.01062,100,996.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.02613,100,997.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.05014,100,998.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.07428,100,1000.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.10158,100,1002,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,313.15,0.15015,100,1005.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0,100,993.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.01062,100,994,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.02613,100,995,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.05014,100,996.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.07428,100,998.2,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.10158,100,1000,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,318.15,0.15015,100,1003.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0,100,991.1,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.01062,100,991.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.02613,100,992.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.05014,100,994.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.07428,100,996,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.10158,100,997.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,323.15,0.15015,100,1000.8,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0,100,988.7,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.01062,100,989.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.02613,100,990.5,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.05014,100,992,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.07428,100,993.6,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.10158,100,995.3,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
wNdsZ,0.2,328.15,0.15015,100,998.4,Panda et al. (2020),Density,Liquid,AAihiT,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,D-glucose,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
