setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
orSMD,293.15,0.0241,101,1320,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,293.15,0.0456,101,1320,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,293.15,0.0603,101,1310,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,293.15,0.0772,101,1300,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,293.15,0.0852,101,1240,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,293.15,0.1102,101,1230,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,313.15,0.0241,101,1320,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,313.15,0.0456,101,1310,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,313.15,0.0603,101,1310,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
orSMD,313.15,0.0772,101,1300,Grishina et al. (2013),Density,Liquid,AADYJk,O,water,AAtWMw,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-butyl-3-methylimidazolium hydrogen sulfate,,,
